,Gender,Age,Annual Income (k),Spending Score (1-100),Email
628,1,40.0,24.0,31.0,cgaylord@larkin.info
629,1,23.0,29.0,87.0,yblick@lind.com
631,1,21.0,30.0,73.0,wyman.brando@yahoo.com
633,1,18.0,123.0,92.0,anderson32@yahoo.com
635,1,21.0,55.0,81.0,gkiehn@steuber.com
637,1,30.0,34.0,73.0,demarco.wunsch@gmail.com
638,1,36.0,37.0,26.0,lexie.mertz@murphy.biz
639,1,20.0,23.0,75.0,witting.judd@gmail.com
640,1,65.0,38.0,35.0,turner.anissa@price.com
641,1,24.0,38.0,92.0,cara.powlowski@gmail.com
642,1,48.0,39.0,36.0,sabrina.beier@strosin.com
643,1,45.0,39.0,61.0,keven90@lehner.com
644,1,49.0,33.0,28.0,kelton96@yost.com
645,1,24.0,39.0,65.0,lempi.gutkowski@gmail.com
646,1,50.0,40.0,55.0,araceli45@pacocha.org
647,1,27.0,678.0,47.0,lehner.lucienne@stokes.com
648,1,29.0,40.0,42.0,shanahan.robert@hotmail.com
649,1,31.0,40.0,42.0,nadia24@yahoo.com
650,1,49.0,45.0,52.0,markus71@zieme.info
651,1,33.0,42.0,60.0,kylie80@tremblay.com
652,1,31.0,43.0,54.0,bria.emard@hotmail.com
653,1,59.0,43.0,60.0,earlene.willms@cummerata.org
654,1,50.0,43.0,45.0,herta.hauck@oconner.com
655,1,47.0,43.0,41.0,zemlak.maude@streich.info
656,1,32.0,44.0,50.0,hailie.gottlieb@emard.org
657,1,69.0,44.0,46.0,heaven.ortiz@hotmail.com
658,1,27.0,46.0,51.0,smitham.leanna@yahoo.com
659,1,53.0,1200.0,46.0,hills.frederick@gmail.com
660,1,70.0,46.0,56.0,tavares.daugherty@yahoo.com
661,1,19.0,46.0,55.0,sgusikowski@gmail.com
662,1,67.0,47.0,52.0,flavie30@paucek.net
663,1,19.0,47.0,59.0,gwen.von@erdman.com
664,1,63.0,55.0,51.0,emelie11@boyle.net
665,1,18.0,48.0,59.0,alda.borer@yahoo.com
666,1,43.0,48.0,50.0,dino61@yahoo.com
667,1,68.0,48.0,48.0,yundt.kaylin@doyle.com
668,1,19.0,1409.0,59.0,sporer.august@batz.com
669,1,32.0,48.0,47.0,benton.grant@yahoo.com
670,1,70.0,49.0,55.0,casimir.kuhic@hotmail.com
671,1,47.0,123.0,42.0,kyler.watsica@yahoo.com
672,1,60.0,50.0,49.0,caleb.trantow@reichel.com
673,1,60.0,50.0,56.0,heidi95@gmail.com
674,1,59.0,54.0,47.0,rashad73@hilpert.net
675,1,26.0,54.0,54.0,agutmann@zemlak.com
676,1,67.0,54.0,53.0,dangelo.wisoky@dickinson.biz
677,1,40.0,54.0,48.0,treva.kiehn@yahoo.com
678,1,23.0,54.0,52.0,flangworth@hotmail.com
679,1,49.0,111.0,42.0,kmorissette@parisian.biz
680,1,57.0,345.0,51.0,adrian55@kemmer.biz
681,1,38.0,54.0,55.0,arnoldo82@breitenberg.com
682,1,67.0,54.0,41.0,janessa66@hintz.biz
683,1,32.0,54.0,44.0,fwaters@davis.org
684,1,21.0,54.0,57.0,wellington.grimes@gmail.com
685,1,48.0,54.0,46.0,rachelle93@klocko.com
686,1,45.0,222.0,58.0,shannon.boyer@hartmann.com
687,1,22.0,57.0,55.0,josefa.deckow@thompson.com
688,1,34.0,58.0,60.0,dconnelly@hotmail.com
689,1,50.0,5670.0,46.0,olson.dorothy@wilderman.com
690,1,68.0,59.0,55.0,vita.lang@gmail.com
691,1,18.0,59.0,41.0,harmony.cormier@schultz.com
692,1,48.0,60.0,49.0,mathias.carter@nicolas.biz
693,1,40.0,60.0,40.0,christian.feil@oconnell.org
694,1,32.0,60.0,42.0,crona.eliezer@weissnat.info
695,1,24.0,60.0,52.0,adele95@waelchi.com
696,1,47.0,60.0,47.0,rahsaan15@yahoo.com
697,1,27.0,60.0,50.0,cwhite@yahoo.com
698,1,34.0,61.0,42.0,whayes@yahoo.com
699,1,20.0,45.0,49.0,laverna85@yahoo.com
700,1,23.0,62.0,41.0,abdul.streich@mckenzie.org
701,1,49.0,333.0,48.0,elta10@yahoo.com
702,1,67.0,62.0,59.0,cormier.nichole@kulas.com
703,1,26.0,62.0,55.0,marilou.walker@zboncak.com
704,1,49.0,62.0,56.0,xstiedemann@feest.com
705,1,21.0,62.0,42.0,ward.ladarius@yahoo.com
706,1,66.0,54.0,50.0,enid.mitchell@yahoo.com
707,1,56.0,63.0,46.0,considine.randal@yahoo.com
708,1,68.0,63.0,50.0,cynthia.jacobs@dietrich.com
709,1,66.0,63.0,48.0,lgaylord@gmail.com
710,1,65.0,345.0,52.0,syble86@hotmail.com
711,1,19.0,63.0,54.0,lsmith@hotmail.com
712,1,38.0,64.0,42.0,wcummerata@gmail.com
713,1,19.0,64.0,46.0,walker.bernie@hotmail.com
714,1,18.0,65.0,48.0,cruickshank.rocky@treutel.com
715,1,69.0,65.0,50.0,alegros@hane.org
716,1,63.0,65.0,43.0,ffahey@hotmail.com
717,1,49.0,65.0,59.0,lexie.bailey@rice.org
718,1,51.0,67.0,43.0,charvey@huel.com
719,1,50.0,67.0,57.0,aliza.cronin@yahoo.com
720,1,27.0,67.0,56.0,jeanette.lemke@kshlerin.org
721,1,38.0,67.0,40.0,ubechtelar@lakin.net
722,1,40.0,44.0,58.0,dhansen@yahoo.com
723,1,39.0,69.0,91.0,sallie.lehner@gmail.com
724,1,23.0,70.0,29.0,stoltenberg.ewald@johns.info
725,1,23.0,5678.0,77.0,lisandro.ernser@yahoo.com
726,1,43.0,71.0,35.0,sadye.kshlerin@jones.org
727,1,40.0,71.0,95.0,milford83@nicolas.com
729,1,38.0,71.0,75.0,carson.mante@hotmail.com
731,1,39.0,71.0,75.0,meaghan.heaney@yahoo.com
732,1,25.0,72.0,34.0,ortiz.easter@rowe.com
733,1,31.0,72.0,71.0,mhill@yahoo.com
735,1,29.0,73.0,88.0,gquigley@gmail.com
737,1,32.0,333.0,73.0,dkub@olson.com
739,1,35.0,74.0,72.0,rkuhn@gmail.com
741,1,32.0,75.0,93.0,felipa.larkin@white.info
742,1,28.0,76.0,40.0,xtromp@bergstrom.com
743,1,32.0,23.0,87.0,mgrant@gmail.com
745,1,28.0,77.0,97.0,nemard@walter.net
746,1,25.0,77.0,36.0,adams.ambrose@koelpin.com
747,1,32.0,77.0,74.0,henriette.mueller@yahoo.com
748,1,34.0,78.0,22.0,koepp.easter@yahoo.com
749,1,34.0,230.0,90.0,roma62@grady.com
751,1,39.0,78.0,88.0,buford.rath@gerhold.com
753,1,38.0,78.0,76.0,miller.carroll@nitzsche.com
755,1,27.0,78.0,89.0,itremblay@gmail.com
757,1,30.0,78.0,78.0,mann.cathryn@collins.net
759,1,30.0,78.0,73.0,lakin.lionel@oreilly.com
760,1,56.0,79.0,35.0,walker.karlee@ratke.biz
761,1,29.0,79.0,83.0,josie.bergnaum@hotmail.com
763,1,44.0,81.0,93.0,ykris@hotmail.com
764,1,50.0,85.0,26.0,lauretta52@heidenreich.com
765,1,36.0,85.0,75.0,juanita.kub@padberg.com
767,1,33.0,86.0,95.0,douglas.mia@hotmail.com
768,1,36.0,87.0,27.0,micheal.kautzer@hotmail.com
769,1,32.0,87.0,63.0,kautzer.cory@zboncak.com
771,1,28.0,450.0,75.0,jhuels@auer.biz
773,1,36.0,87.0,92.0,ktromp@kulas.com
775,1,30.0,88.0,86.0,hilma23@yahoo.com
777,1,27.0,88.0,69.0,carmella.wiza@hotmail.com
779,1,35.0,93.0,90.0,rosenbaum.kiarra@bogisich.com
780,1,37.0,97.0,32.0,cordie91@jenkins.biz
781,1,32.0,97.0,86.0,hattie.wuckert@altenwerth.com
783,1,29.0,890.0,88.0,hauck.flo@bernhard.org
784,1,60.0,99.0,39.0,nolan.laurine@yahoo.com
785,1,50.0,99.0,97.0,trevor24@hotmail.com
786,1,54.0,101.0,24.0,mccullough.pascale@corkery.com
787,1,28.0,101.0,68.0,mekhi.mraz@hotmail.com
789,1,36.0,103.0,85.0,garret74@considine.com
790,1,34.0,103.0,23.0,caitlyn33@collins.com
791,1,32.0,55.0,69.0,alycia.lindgren@hotmail.com
793,1,38.0,113.0,91.0,sbalistreri@yahoo.com
795,1,23.0,120.0,50.0,reyes18@hettinger.net
796,1,45.0,126.0,28.0,muriel47@lehner.org
797,1,32.0,145.0,74.0,alberta.kub@carter.com
799,1,59.0,137.0,83.0,qgoldner@leuschke.com
800,1,29.0,137.0,39.0,keebler.bria@yahoo.com
804,1,31.0,45.0,40.0,nienow.eusebio@jacobs.org
817,1,20.0,21.0,66.0,gkling@goodwin.com
818,1,52.0,34.0,29.0,eloisa12@berge.com
819,1,35.0,23.0,98.0,willms.dell@gmail.com
820,1,32.0,23.0,35.0,roberts.keyshawn@daniel.com
821,1,25.0,24.0,73.0,lbarton@gmail.com
823,1,31.0,25.0,73.0,kelsi.nitzsche@mccullough.org
825,1,29.0,28.0,82.0,talon.kiehn@hahn.biz
826,1,45.0,28.0,32.0,olson.milford@bradtke.info
827,1,35.0,28.0,61.0,drippin@kertzmann.biz
828,1,40.0,28.0,31.0,kelton58@rowe.com
829,1,23.0,24.0,87.0,ursula97@yahoo.com
831,1,21.0,30.0,73.0,rosenbaum.jacques@cartwright.org
833,1,18.0,33.0,92.0,tania85@donnelly.com
835,1,21.0,33.0,81.0,monahan.ruth@boyer.org
837,1,30.0,34.0,73.0,botsford.ottilie@rodriguez.com
838,1,36.0,34.0,26.0,cyrus64@bashirian.biz
839,1,20.0,456.0,75.0,ayana.parker@schroeder.com
840,1,65.0,23.0,35.0,carmel78@yahoo.com
841,1,24.0,38.0,92.0,gusikowski.cameron@bartoletti.com
842,1,48.0,38.0,36.0,eleanore.walter@quigley.com
843,1,45.0,39.0,61.0,torphy.oda@gmail.com
844,1,21.0,39.0,28.0,maximus.gibson@connelly.com
845,1,24.0,33.0,65.0,preilly@yahoo.com
846,1,50.0,39.0,55.0,hoeger.jaleel@prohaska.com
847,1,27.0,40.0,47.0,gusikowski.alize@harvey.com
848,1,29.0,40.0,42.0,fadams@kuphal.net
849,1,31.0,40.0,42.0,itoy@kohler.com
850,1,49.0,40.0,52.0,tferry@yahoo.com
851,1,33.0,45.0,60.0,raufderhar@yahoo.com
852,1,31.0,42.0,54.0,zachery06@hotmail.com
853,1,59.0,43.0,60.0,heloise.bahringer@yahoo.com
854,1,50.0,43.0,45.0,parker.esta@gmail.com
855,1,47.0,43.0,41.0,hosea.mueller@yahoo.com
856,1,32.0,43.0,50.0,hdicki@hotmail.com
857,1,69.0,44.0,46.0,ansel.littel@corwin.net
858,1,56.0,44.0,51.0,steve00@yahoo.com
859,1,53.0,46.0,46.0,una58@hotmail.com
860,1,70.0,500.0,56.0,anna82@adams.biz
861,1,19.0,46.0,55.0,heaney.derek@yahoo.com
862,1,67.0,46.0,52.0,alfreda28@west.org
863,1,19.0,47.0,59.0,noah.streich@oberbrunner.org
864,1,63.0,47.0,51.0,wilkinson.claire@gmail.com
865,1,18.0,55.0,59.0,zaria.johns@klein.biz
866,1,43.0,48.0,50.0,powlowski.kyleigh@yahoo.com
867,1,68.0,48.0,48.0,gilbert97@rath.com
868,1,19.0,48.0,59.0,juliana.kulas@gmail.com
869,1,32.0,1234.0,47.0,lamar51@schmitt.info
870,1,32.0,48.0,55.0,turcotte.omari@hotmail.com
871,1,47.0,49.0,42.0,layne67@jacobs.com
872,1,60.0,123.0,49.0,jarred81@kovacek.com
873,1,60.0,50.0,56.0,leffler.ryann@hotmail.com
874,1,59.0,50.0,47.0,yhand@yahoo.com
875,1,26.0,54.0,54.0,ola13@klocko.info
876,1,67.0,54.0,53.0,baylee.beer@yahoo.com
877,1,40.0,54.0,48.0,hyatt.monique@gmail.com
878,1,23.0,54.0,52.0,dvon@prohaska.com
879,1,49.0,54.0,42.0,goyette.jerry@terry.biz
880,1,57.0,111.0,51.0,kshlerin.angelita@kozey.com
881,1,38.0,54.0,55.0,witting.theodore@ullrich.com
882,1,67.0,54.0,50.0,dprohaska@gmail.com
883,1,46.0,54.0,44.0,lacey54@gmail.com
884,1,21.0,54.0,57.0,pkoepp@fisher.com
885,1,48.0,54.0,46.0,hettie61@white.biz
886,1,19.0,54.0,58.0,larson.moriah@murray.com
887,1,22.0,222.0,55.0,rafael.murazik@bruen.com
888,1,34.0,57.0,60.0,reilly.madge@yahoo.com
889,1,50.0,58.0,46.0,camilla63@gmail.com
890,1,68.0,58.0,55.0,grady.trey@yahoo.com
891,1,18.0,59.0,41.0,emie.carroll@gmail.com
892,1,48.0,3334.0,49.0,wilber48@ferry.com
893,1,40.0,60.0,40.0,malinda.wolf@vandervort.com
894,1,32.0,60.0,42.0,wisoky.mara@ledner.info
895,1,24.0,60.0,52.0,megane.bins@gmail.com
896,1,47.0,60.0,47.0,kelsi72@gmail.com
897,1,27.0,60.0,50.0,fsanford@beer.net
898,1,21.0,60.0,42.0,casper.anabelle@bergstrom.org
899,1,20.0,61.0,49.0,ariane.luettgen@hotmail.com
900,1,23.0,45.0,41.0,tamara.effertz@yahoo.com
901,1,49.0,62.0,48.0,okon.alfredo@yahoo.com
902,1,67.0,62.0,59.0,mraz.barrett@yahoo.com
903,1,26.0,62.0,55.0,isaiah.rogahn@gibson.com
904,1,49.0,62.0,56.0,wlegros@ratke.net
905,1,21.0,62.0,42.0,reynolds.cruz@emmerich.com
906,1,20.0,62.0,50.0,vjones@yahoo.com
907,1,56.0,54.0,46.0,connor80@oconnell.com
908,1,68.0,63.0,43.0,alebsack@halvorson.biz
909,1,66.0,63.0,48.0,kavon.walker@koepp.biz
910,1,65.0,1000.0,52.0,gabrielle.green@yahoo.com
911,1,19.0,63.0,54.0,abbie13@gmail.com
912,1,38.0,63.0,42.0,herman19@hotmail.com
913,1,19.0,64.0,46.0,belle45@gmail.com
914,1,18.0,64.0,48.0,reinger.marcia@yahoo.com
915,1,69.0,65.0,50.0,terry.myrtie@hotmail.com
916,1,63.0,65.0,43.0,bjacobi@gmail.com
917,1,49.0,65.0,59.0,gwuckert@flatley.com
918,1,18.0,65.0,43.0,zharber@gislason.org
919,1,50.0,67.0,57.0,santina20@hotmail.com
920,1,27.0,67.0,56.0,zlubowitz@hotmail.com
921,1,38.0,67.0,40.0,mosciski.maynard@murphy.com
922,1,40.0,67.0,58.0,jhomenick@roob.com
923,1,39.0,44.0,91.0,fkeebler@collins.net
924,1,23.0,69.0,29.0,dibbert.karl@welch.com
925,1,23.0,1200.0,77.0,ddooley@yahoo.com
926,1,43.0,70.0,35.0,erin.cartwright@yahoo.com
927,1,40.0,71.0,95.0,davin.kemmer@bauch.com
929,1,56.0,71.0,75.0,abernathy.alexzander@yahoo.com
931,1,39.0,71.0,75.0,dwunsch@kuhic.info
932,1,25.0,71.0,34.0,rossie.osinski@dubuque.net
933,1,31.0,72.0,71.0,tillman.torp@harber.biz
935,1,29.0,500.0,88.0,aufderhar.ramiro@yahoo.com
937,1,32.0,73.0,73.0,ctorphy@gmail.com
939,1,35.0,74.0,72.0,mose60@hotmail.com
941,1,32.0,75.0,93.0,sluettgen@hotmail.com
942,1,28.0,75.0,40.0,luisa.keebler@gmail.com
943,1,32.0,76.0,87.0,vlueilwitz@yahoo.com
945,1,28.0,77.0,97.0,hodkiewicz.kennedy@windler.com
946,1,22.0,234.0,36.0,cormier.darby@ledner.com
947,1,32.0,77.0,74.0,aiden09@kemmer.com
948,1,34.0,77.0,22.0,yolanda41@hotmail.com
949,1,34.0,78.0,90.0,choeger@hotmail.com
951,1,39.0,78.0,88.0,alexzander85@yahoo.com
953,1,38.0,78.0,76.0,kihn.deonte@hotmail.com
955,1,27.0,78.0,50.0,fwilkinson@hotmail.com
957,1,30.0,78.0,78.0,ycasper@spencer.biz
959,1,30.0,78.0,73.0,elwyn20@schulist.org
960,1,56.0,78.0,35.0,icie.weissnat@gmail.com
961,1,29.0,79.0,83.0,pbaumbach@yahoo.com
963,1,31.0,81.0,93.0,feeney.wendy@yahoo.com
964,1,50.0,81.0,26.0,quincy.goyette@gmail.com
965,1,36.0,85.0,75.0,rita41@kerluke.com
967,1,44.0,1300.0,95.0,jbahringer@hotmail.com
968,1,36.0,61.0,27.0,dana99@buckridge.com
969,1,32.0,87.0,63.0,kyra22@nitzsche.net
971,1,28.0,87.0,75.0,eudora27@gmail.com
973,1,36.0,87.0,92.0,roy.wilkinson@kuvalis.biz
975,1,30.0,88.0,86.0,kerluke.nina@yahoo.com
977,1,27.0,88.0,69.0,esta.cole@yahoo.com
979,1,35.0,345.0,90.0,chad10@schmitt.com
980,1,37.0,93.0,32.0,rey.keeling@reinger.com
981,1,32.0,97.0,86.0,mateo.dare@gmail.com
983,1,29.0,98.0,88.0,kpfannerstill@brown.info
984,1,41.0,98.0,50.0,noelia.gibson@pagac.com
985,1,50.0,99.0,97.0,hartmann.george@yahoo.com
986,1,54.0,99.0,24.0,ritchie.loren@hartmann.com
987,1,28.0,101.0,68.0,mante.schuyler@hotmail.com
989,1,36.0,103.0,85.0,dhahn@yahoo.com
990,1,34.0,103.0,23.0,strosin.sylvia@gmail.com
991,1,32.0,103.0,69.0,caesar.schimmel@gmail.com
993,1,38.0,113.0,91.0,feest.kallie@powlowski.com
995,1,23.0,120.0,79.0,williamson.monserrat@yahoo.com
996,1,45.0,120.0,28.0,awelch@gmail.com
997,1,32.0,126.0,74.0,nyundt@upton.org
999,1,59.0,450.0,83.0,theron.moore@boyer.com
1000,1,53.0,46.0,46.0,dalton72@gmail.com
1001,1,70.0,46.0,56.0,margot96@hotmail.com
1002,1,19.0,46.0,55.0,golden.ondricka@yahoo.com
1003,1,67.0,47.0,52.0,bulah.kunde@gmail.com
1004,1,54.0,47.0,59.0,lilyan65@gmail.com
1005,1,63.0,48.0,51.0,piper.skiles@gmail.com
1006,1,18.0,48.0,59.0,pasquale.hilpert@yahoo.com
1007,1,43.0,48.0,50.0,antonio_walsh44@yahoo.com
1008,1,68.0,460.0,48.0,leopold5@hotmail.com
1009,1,19.0,48.0,59.0,charlene_lueilwitz@gmail.com
1010,1,32.0,48.0,47.0,eugenia_hartmann@hotmail.com
1011,1,70.0,49.0,55.0,anderson.heathcote79@yahoo.com
1012,1,47.0,49.0,67.0,lorena.kiehn@gmail.com
1013,1,60.0,50.0,49.0,darron_deckow94@yahoo.com
1014,1,60.0,1111.0,66.0,cayla.collins@hotmail.com
1015,1,32.0,54.0,47.0,alec.jast43@gmail.com
1016,1,26.0,54.0,54.0,kamren42@yahoo.com
1017,1,45.0,54.0,53.0,toni_kling11@yahoo.com
1018,1,40.0,222.0,48.0,hailee.mueller@hotmail.com
1019,1,23.0,54.0,52.0,owen_stehr14@hotmail.com
1020,1,49.0,54.0,42.0,jameson_skiles@hotmail.com
1021,1,57.0,54.0,89.0,ernie47@gmail.com
1022,1,38.0,3333.0,55.0,iva_kshlerin@gmail.com
1023,1,67.0,54.0,49.0,alvera49@gmail.com
1024,1,46.0,54.0,44.0,devyn_davis77@gmail.com
1025,1,21.0,54.0,23.0,gerda_abernathy@gmail.com
1026,1,48.0,54.0,46.0,tate_emmerich1@yahoo.com
1027,1,55.0,57.0,58.0,thelma.kuphal18@gmail.com
1028,1,22.0,57.0,71.0,ezekiel38@hotmail.com
1029,1,34.0,58.0,60.0,fern_welch@yahoo.com
1030,1,50.0,555.0,46.0,raoul.lueilwitz@yahoo.com
1031,1,68.0,59.0,55.0,janice93@hotmail.com
1032,1,18.0,59.0,41.0,marty.lemke93@yahoo.com
1033,1,48.0,345.0,49.0,tillman_gleason43@yahoo.com
1034,1,40.0,61.0,40.0,elinore42@yahoo.com
1035,1,32.0,60.0,42.0,rosalia15@yahoo.com
1036,1,24.0,60.0,52.0,devante18@gmail.com
1037,1,47.0,60.0,45.0,jazlyn.waters34@yahoo.com
1038,1,27.0,60.0,77.0,corrine.hansen@gmail.com
1039,1,48.0,610.0,42.0,damaris_ullrich@gmail.com
1040,1,20.0,61.0,49.0,lucio.ratke10@gmail.com
1041,1,23.0,62.0,41.0,abbey.harber62@gmail.com
1042,1,49.0,62.0,48.0,estella1@gmail.com
1043,1,67.0,62.0,59.0,anthony_schoen89@hotmail.com
1044,1,26.0,62.0,55.0,jan5@hotmail.com
1045,1,49.0,62.0,56.0,gunner.gleichner76@hotmail.com
1046,1,21.0,62.0,42.0,theron54@hotmail.com
1047,1,66.0,63.0,50.0,alaina_lesch57@yahoo.com
1048,1,54.0,63.0,46.0,aiyana.beier@yahoo.com
1049,1,68.0,63.0,43.0,donato_bruen86@yahoo.com
1050,1,66.0,63.0,78.0,lukas.hilpert@hotmail.com
1051,1,65.0,1112.0,52.0,cade43@yahoo.com
1052,1,19.0,63.0,54.0,noah.corwin80@yahoo.com
1053,1,38.0,64.0,42.0,carleton47@yahoo.com
1054,1,19.0,900.0,46.0,kody.gusikowski0@hotmail.com
1055,1,18.0,65.0,48.0,esperanza.west@yahoo.com
1056,1,19.0,65.0,50.0,cassandra38@yahoo.com
1057,1,32.0,678.0,43.0,norris.mccullough@yahoo.com
1058,1,49.0,65.0,59.0,mitchel65@hotmail.com
1059,1,51.0,67.0,43.0,taya66@hotmail.com
1060,1,50.0,67.0,57.0,favian98@gmail.com
1061,1,27.0,67.0,56.0,charity_medhurst17@gmail.com
1062,1,38.0,67.0,55.0,moriah.kozey14@hotmail.com
1063,1,40.0,69.0,58.0,pete_reynolds18@hotmail.com
1064,1,39.0,69.0,91.0,robb_jast57@hotmail.com
1065,1,23.0,70.0,29.0,gust80@hotmail.com
1066,1,31.0,70.0,77.0,violette_hamill49@yahoo.com
1067,1,43.0,71.0,35.0,fabian.krajcik2@gmail.com
1068,1,40.0,71.0,95.0,martine26@yahoo.com
1070,1,38.0,71.0,75.0,joe46@yahoo.com
1072,1,39.0,71.0,75.0,lisette_witting96@gmail.com
1073,1,25.0,72.0,34.0,isaias_yundt@hotmail.com
1074,1,31.0,72.0,71.0,kyla.kreiger@gmail.com
1076,1,29.0,73.0,88.0,kathryne.windler@hotmail.com
1078,1,32.0,890.0,73.0,daisy_muller@yahoo.com
1080,1,35.0,74.0,72.0,casimir.bernhard@gmail.com
1082,1,32.0,61.0,93.0,darwin_grant@hotmail.com
1083,1,28.0,76.0,40.0,dedric_wisozk13@hotmail.com
1084,1,32.0,1000.0,87.0,angie_feeney80@yahoo.com
1086,1,28.0,77.0,97.0,linnie.bashirian@yahoo.com
1087,1,48.0,77.0,36.0,emmet_kutch58@yahoo.com
1088,1,32.0,77.0,56.0,itzel_blanda@yahoo.com
1089,1,34.0,78.0,22.0,heath_franecki@hotmail.com
1090,1,34.0,78.0,90.0,tina.zulauf46@gmail.com
1092,1,39.0,78.0,88.0,marietta.rosenbaum89@gmail.com
1094,1,38.0,78.0,76.0,dessie75@hotmail.com
1097,1,37.0,78.0,55.0,judy.satterfield@hotmail.com
1098,1,30.0,78.0,78.0,annabelle.labadie11@hotmail.com
1100,1,30.0,78.0,73.0,kiley5@hotmail.com
1101,1,29.0,137.0,39.0,madalyn19@hotmail.com
1105,1,31.0,45.0,40.0,jalon59@hotmail.com
1112,1,35.0,190.0,56.0,ashleigh.wolff@hotmail.com
1118,1,20.0,21.0,66.0,sandra.boehm9@gmail.com
1119,1,52.0,34.0,29.0,tierra_stiedemann@hotmail.com
1120,1,35.0,23.0,98.0,tom.gusikowski15@hotmail.com
1121,1,32.0,23.0,35.0,carolyn.jast@hotmail.com
1122,1,25.0,24.0,73.0,jermey.beahan@yahoo.com
1124,1,31.0,25.0,34.0,reilly50@yahoo.com
1126,1,29.0,28.0,82.0,juanita66@hotmail.com
1127,1,45.0,28.0,32.0,amely73@hotmail.com
1128,1,35.0,28.0,61.0,jazmin_wiza8@gmail.com
1129,1,40.0,28.0,31.0,noah.schiller@gmail.com
1130,1,23.0,24.0,87.0,barney.reynolds@hotmail.com
1132,1,21.0,30.0,73.0,bryce_von8@hotmail.com
1134,1,18.0,33.0,92.0,camille_lind0@yahoo.com
1136,1,21.0,33.0,81.0,bret.leuschke@hotmail.com
1138,1,30.0,34.0,73.0,kellen_jenkins36@gmail.com
1139,1,36.0,34.0,90.0,salma.bashirian19@hotmail.com
1140,1,20.0,456.0,75.0,elian_hagenes@gmail.com
1141,1,65.0,23.0,35.0,leanna.anderson30@hotmail.com
1142,1,24.0,38.0,92.0,brendon.green40@yahoo.com
1143,1,48.0,38.0,36.0,fay9@hotmail.com
1144,1,45.0,39.0,61.0,erna_cormier18@hotmail.com
1145,1,21.0,39.0,28.0,rick.schaden@yahoo.com
1146,1,24.0,567.0,65.0,christ8@hotmail.com
1147,1,50.0,39.0,55.0,randall_rogahn86@gmail.com
1149,1,29.0,40.0,42.0,edwardo_moore@hotmail.com
1150,1,31.0,40.0,42.0,rachael88@gmail.com
1151,1,49.0,40.0,52.0,lewis66@yahoo.com
1152,1,33.0,45.0,60.0,mac26@yahoo.com
1153,1,31.0,42.0,54.0,jairo.wuckert@yahoo.com
1154,1,59.0,43.0,60.0,vaughn71@gmail.com
1155,1,50.0,900.0,45.0,terrance43@hotmail.com
1156,1,47.0,43.0,41.0,madisen_cartwright@hotmail.com
1157,1,32.0,43.0,50.0,barrett81@hotmail.com
1158,1,69.0,44.0,46.0,frederik.bernhard82@yahoo.com
1159,1,56.0,44.0,51.0,gracie_vonrueden@hotmail.com
1160,1,53.0,46.0,46.0,dorthy.grady@hotmail.com
1161,1,70.0,500.0,56.0,retha_yundt@gmail.com
1162,1,19.0,46.0,55.0,fredy_bogan@hotmail.com
1163,1,67.0,46.0,52.0,ryann_lesch@gmail.com
1164,1,19.0,344.0,59.0,clemmie.bergstrom@yahoo.com
1165,1,63.0,47.0,51.0,douglas.bahringer@hotmail.com
1166,1,18.0,55.0,59.0,tina36@hotmail.com
1167,1,43.0,48.0,50.0,dion_anderson83@gmail.com
1168,1,68.0,48.0,48.0,delores.hodkiewicz@gmail.com
1169,1,19.0,48.0,59.0,gladys_marks@yahoo.com
1170,1,32.0,1234.0,47.0,jovani_skiles@gmail.com
1171,1,32.0,48.0,55.0,alberto76@yahoo.com
1172,1,47.0,49.0,42.0,davon15@hotmail.com
1173,1,60.0,661.0,49.0,karelle.brekke23@yahoo.com
1174,1,60.0,50.0,56.0,louvenia.marquardt5@gmail.com
1175,1,59.0,50.0,47.0,megane_hettinger@gmail.com
1176,1,26.0,54.0,54.0,nash_mann@yahoo.com
1177,1,67.0,54.0,53.0,pattie_schimmel12@hotmail.com
1178,1,40.0,54.0,48.0,twila13@hotmail.com
1179,1,23.0,54.0,52.0,quinton.mohr90@hotmail.com
1180,1,49.0,54.0,42.0,leon17@hotmail.com
1181,1,57.0,111.0,51.0,maybell.franecki95@hotmail.com
1182,1,38.0,54.0,55.0,carter_hirthe41@gmail.com
1183,1,67.0,54.0,50.0,nathanael_mayer@yahoo.com
1184,1,46.0,54.0,44.0,orval97@hotmail.com
1185,1,21.0,54.0,57.0,liliane97@gmail.com
1186,1,48.0,54.0,46.0,loren_sanford@gmail.com
1187,1,19.0,54.0,58.0,daryl62@hotmail.com
1188,1,22.0,222.0,55.0,bella10@yahoo.com
1190,1,50.0,58.0,46.0,amiya61@gmail.com
1191,1,68.0,58.0,55.0,brigitte42@gmail.com
1192,1,18.0,59.0,41.0,alexandre.armstrong18@gmail.com
1193,1,48.0,3334.0,49.0,don.kuhlman@hotmail.com
1194,1,40.0,60.0,40.0,dusty89@yahoo.com
1195,1,32.0,60.0,42.0,annabell26@gmail.com
1196,1,24.0,60.0,52.0,johnnie.davis@gmail.com
1197,1,47.0,60.0,47.0,kareem.kris35@gmail.com
1198,1,27.0,60.0,50.0,gardner17@gmail.com
1199,1,21.0,60.0,42.0,wendell3@gmail.com
1200,1,20.0,61.0,49.0,judge51@yahoo.com
1201,1,23.0,45.0,41.0,chanel5@gmail.com
